ARM.CMSIS.pdsc                              ARMCM0                   5.4.0          Cortex-M0
Microchip.ATtiny_DFP.pdsc                    ATtiny5                  3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny804                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny806                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny807                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny814                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny816                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny817                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny824                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny826                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny827                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny828                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny84                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny841                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny84A                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny85                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny861                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny861A               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny87                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny88                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny9                  3.1.260        AVR8L
Microchip.AVR-Dx_DFP.pdsc                    AVR128DA28               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DA32               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DA48               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DA64               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DB28               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DB32               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DB48               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR128DB64               2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR16DD14                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR16DD20                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR16DD28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR16DD32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DA28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DA32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DA48                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DB28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DB32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DB48                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DD14                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DD20                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DD28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR32DD32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DA28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DA32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DA48                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DA64                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DB28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DB32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DB48                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DB64                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DD14                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DD20                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DD28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DD32                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DU28                2.4.286        AVR8X
Microchip.AVR-Dx_DFP.pdsc                    AVR64DU32                2.4.286        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EA28                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EA32                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EA48                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EB14                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EB20                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EB28                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR16EB32                2.8.189        AVR8X
Microchip.AVR-Ex_DFP.pdsc                    AVR32EA28                2.8.189        AVR8X
